Id,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtCond,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,EnclosedPorch,ExterCond,ExterQual,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageQual,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,SalePrice,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,total_sf,Conditi_Artery,Conditi_Feedr,Conditi_Norm,Conditi_PosA,Conditi_PosN,Conditi_RRAe,Conditi_RRAn,Conditi_RRNe,Exterior_AsbShng,Exterior_AsphShn,Exterior_Brk Cmn,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_CmentBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Other,Exterior_Plywood,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_Wd Shng,BsmtFinTy_ALQ,BsmtFinTy_BLQ,BsmtFinTy_GLQ,BsmtFinTy_LwQ,BsmtFinTy_Rec,Alley_0,Alley_1,Alley_0,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtExposure_1,BsmtExposure_2,BsmtExposure_3,BsmtExposure_4,BsmtExposure_0,CentralAir_N,CentralAir_Y,Electrical_AsbShng,Electrical_AsphShn,Electrical_Brk Cmn,Electrical_BrkFace,Electrical_CBlock,Electrical_CmentBd,Electrical_HdBoard,Electrical_ImStucc,Electrical_MetalSd,Electrical_Other,Electrical_Plywood,Electrical_Stone,Electrical_Stucco,Electrical_VinylSd,Electrical_Wd Sdng,Electrical_Wd Shng,Fence_1,Fence_2,Fence_3,Fence_4,Fence_0,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageFinish_1,GarageFinish_2,GarageFinish_3,GarageFinish_0,GarageType_0,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_0,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,Street_Grvl,Street_Pave
1,6.092296870312368,4.424197381085988,0.0,2.548179654905168,3,15.08989032019906,0.0,0.4272252852228489,0.0,2,20.21047162725436,0.0,3,2,6,0.0,1.4749742336210885,1,548.0,2.3092667069338457,3,3,7.406371219962786e+31,8.086349324902526,0.3464595066427199,1,0.4276556711882636,2,0,17.941172923076287,17.04762887728353,0,0.0,5,2.8549075490417546,0.0,1,4.307413595528826,3.0118311801217788,4.98997856802934,2,0.0,6,7.923842848016741,0.0,2.101583716465772,252.28780908859824,0.0,3.272499398540274e+71,2003,2,35.879436234072536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,6.404850537897352,0.0,0.0,2.548179654905168,3,16.5815346124135,0.0,0.0,0.04214012722332549,2,27.94302690931335,0.0,3,3,3,0.5835524580849324,1.4749742336210885,1,460.0,2.3092667069338457,3,3,6.470905496655618e+31,7.730165708821535,0.0,1,0.4276556711882636,3,0,18.387382616414754,19.35093163508866,0,0.0,0,0.0,0.0,4,0.0,4.197445851601713,4.389136929786331,2,0.0,6,7.869637304664238,0.0,1.8706432162326665,342.3263020724568,4.55743322040759,2.425993520697893e+71,1976,1,35.67264822184136,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3,6.15062814481509,4.429777457737885,0.0,2.548179654905168,3,13.511344580574427,0.0,0.4272252852228489,0.0,2,34.522432080487086,0.0,3,2,3,0.5835524580849324,1.4749742336210885,1,608.0,2.3092667069338457,3,3,7.33312207252475e+31,8.137532996321099,0.3464595066427199,1,0.4276556711882636,2,0,18.953061943700032,17.525228920248352,1,0.0,5,2.806491604787888,0.0,8,3.9105471637786913,3.0118311801217788,4.98997856802934,2,0.0,6,7.950779488169929,0.0,1.8706432162326665,267.00877413889066,0.0,3.2011861361596966e+71,2002,2,36.552602407842265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4,6.185839954904586,4.3750073151454645,0.0,2.548179654905168,2,10.513238335675393,0.0,0.4272252852228489,0.0,3,38.459567002383615,0.7693253812101318,3,3,2,0.5835524580849324,0.8321829046077994,1,642.0,3.623283410533094,3,3,7.224469811286793e+31,8.09115564968743,0.0,2,0.4276556711882636,2,0,18.368967156861245,16.23003912429951,1,0.0,6,0.0,0.0,1,3.7189216283308215,3.0118311801217788,4.98997856802934,2,0.0,6,7.766593403633668,0.0,1.9936441938793918,228.79680604544478,0.0,1.214926833033261e+71,1970,0,35.41839094867021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,6.32685538266196,4.506873993789658,0.0,3.293519318279881,3,14.762061727814707,0.0,0.4272252852228489,0.0,2,36.65908753474615,0.0,3,2,3,0.5835524580849324,1.4749742336210885,1,836.0,3.623283410533094,3,3,7.2967424375853745e+31,8.382539205387424,0.3464595066427199,1,0.4276556711882636,2,0,19.82201914735837,19.932821444320762,1,0.0,5,2.9884661448348826,0.0,11,4.652007757079335,3.0118311801217788,5.572065569480069,2,0.0,6,7.993921631395444,0.0,2.1977002072751826,317.1256043175889,4.277658505264678,3.1660882651726946e+71,2000,2,39.34867861786996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
6,6.0333790020667735,4.2549308039334575,0.06624255579716164,0.9278735846321609,3,15.250022728447671,0.0,0.4272252852228489,0.0,2,12.928493156938751,0.0,3,3,6,0.0,0.8321829046077994,1,480.0,2.3092667069338457,3,3,7.046597076968374e+31,7.819342527730976,0.3464595066427199,1,0.4276556711882636,3,0,19.783973219730683,20.076414438007273,1,0.0,4,0.0,0.23492759114738665,9,3.5581966151932214,3.0118311801217788,3.766099831612094,2,0.0,6,7.7750864290104,0.0,1.7278128865524118,238.26924810791374,3.203249748718436,2.9304917620714947e+71,1995,3,33.763534295343554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
7,6.639457539764877,0.0,0.0,2.548179654905168,3,18.24120140410321,0.0,0.4272252852228489,0.0,1,29.52489414904136,0.0,3,2,2,0.5835524580849324,1.4749742336210885,1,636.0,2.3092667069338457,3,3,7.443242032808874e+31,8.075290821055683,0.0,1,0.4276556711882636,2,0,18.56149362899512,18.605630170269002,0,0.0,0,2.8418338785265056,0.0,7,4.234862028866294,3.0118311801217788,5.572065569480069,2,0.0,6,8.072039559642674,0.0,1.9936441938793918,429.80458506375766,4.459343114071563,3.3087223033801713e+71,2005,1,39.499554842645274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
8,6.299745331861705,4.479978870443008,0.0,2.548179654905168,3,15.974431645509302,0.6801682002439897,0.4272252852228489,0.0,2,24.341800105500933,0.7691901874865943,3,3,3,0.8403785871569962,1.4749742336210885,1,484.0,2.3092667069338457,3,3,6.37382421137666e+31,8.322963581572253,0.3464595066427199,1,0.4276556711882636,3,0,18.665141337623226,20.645234380896486,1,0.0,5,2.9038445607499144,0.2349275911441281,10,5.625410609279284,3.4324586949056166,4.98997856802934,2,0.0,6,7.907635526900323,0.0,1.9936441938793918,308.82284937077475,4.407453882838885,2.346047830072688e+71,1973,3,38.74204148865125,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9,6.235463070271118,4.372848099164038,0.0,1.7650104864604277,3,0.0,0.0,0.0,0.0,3,50.77044214828728,0.7690925621268427,3,3,3,0.8403785871569962,1.4749742336210885,2,468.0,2.3092667069338457,3,4,5.145504815822201e+31,8.129594596841937,0.0,2,0.5325633855187467,3,0,16.847348196533776,14.680665523243364,0,0.0,4,0.0,0.0,3,0.0,3.0118311801217788,4.98997856802934,2,0.0,6,7.736488141254557,0.0,2.101583716465772,274.28563477532305,3.773179865858585,1.4596303760745426e+71,1950,2,36.64682884219886,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10,6.277656622909224,0.0,0.0,1.7650104864604277,3,15.931335949292858,0.0,0.4272252852228489,0.0,3,19.505515483450527,0.0,3,3,3,0.8403785871569962,0.8321829046077994,1,205.0,1.0890627205180412,3,2,5.361567750376523e+31,7.54528239790613,0.0,1,0.5325633855187467,3,0,17.49458727883888,14.501528329111588,0,0.0,15,0.0,0.0,0,1.6363795801953085,3.4324586949056166,3.766099831612094,2,0.0,6,7.697602515131719,0.0,1.7278128865524118,283.08325555222217,0.0,1.598976656772397e+71,1950,2,33.26088291103137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
