Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,total_sf
1,6.092296870312367,4.424197381085988,0.0,0,2.548179654905168,1Fam,TA,No,15.08989032019906,0.0,GLQ,Unf,0.42722528522284886,0.0,Gd,20.210471627254364,Y,Norm,Norm,VinylSd,0.0,TA,Gd,VinylSd,VinylSd,0,0,0.0,PConc,1.4749742336210885,Typ,548.0,2.3092667069338457,TA,RFn,TA,Attchd,7.406371219962786e+31,8.086349324902526,0.3464595066427199,GasA,Ex,2Story,0.4276556711882636,Gd,Lvl,Gtl,17.941172923076284,Inside,17.04762887728353,Reg,0.0,2.660306576722585,RL,2.8549075490417546,BrkFace,0,0.0,1.6953859036126324,CollgCr,4.307413595528826,3.0118311801217788,4.98997856802934,Y,0.0,0,CompShg,Gable,Normal,7.923842848016741,WD,0.0,Pave,2.1015837164657714,252.28780908859824,0.0,3.2724993985402745e+71,2003,0.39192398040344234,35.879436234072536
2,6.404850537897351,0.0,0.0,0,2.548179654905168,1Fam,TA,Gd,16.5815346124135,0.0,ALQ,Unf,0.0,0.04214012722332549,Gd,27.94302690931335,Y,Feedr,Norm,MetalSd,0.0,TA,TA,MetalSd,MetalSd,0,TA,0.5835524580849324,CBlock,1.4749742336210885,Typ,460.0,2.3092667069338457,TA,RFn,TA,Attchd,6.470905496655618e+31,7.730165708821535,0.0,GasA,Ex,1Story,0.4276556711882636,TA,Lvl,Gtl,18.387382616414754,FR2,19.35093163508866,Reg,0.0,2.1902643340464283,RL,0.0,None,0,0.0,3.7371896122790496,Veenker,0.0,4.197445851601713,4.389136929786331,Y,0.0,0,CompShg,Gable,Normal,7.869637304664238,WD,0.0,Pave,1.8706432162326663,342.3263020724568,4.55743322040759,2.4259935206978927e+71,1976,0.3919239804015811,35.67264822184136
3,6.15062814481509,4.4297774577378854,0.0,0,2.548179654905168,1Fam,TA,Mn,13.511344580574429,0.0,GLQ,Unf,0.42722528522284886,0.0,Gd,34.52243208048709,Y,Norm,Norm,VinylSd,0.0,TA,Gd,VinylSd,VinylSd,0,TA,0.5835524580849324,PConc,1.4749742336210885,Typ,608.0,2.3092667069338457,TA,RFn,TA,Attchd,7.3331220725247505e+31,8.137532996321099,0.3464595066427199,GasA,Ex,2Story,0.4276556711882636,Gd,Lvl,Gtl,18.95306194370003,Inside,17.525228920248352,IR1,0.0,2.660306576722585,RL,2.8064916047878876,BrkFace,0,0.0,6.074699175978595,CollgCr,3.9105471637786913,3.0118311801217788,4.98997856802934,Y,0.0,0,CompShg,Gable,Normal,7.950779488169929,WD,0.0,Pave,1.8706432162326663,267.0087741388907,0.0,3.2011861361596966e+71,2002,0.39192398040344234,36.552602407842265
4,6.185839954904586,4.3750073151454645,0.0,0,2.548179654905168,1Fam,Gd,No,10.513238335675391,0.0,ALQ,Unf,0.42722528522284886,0.0,TA,38.459567002383615,Y,Norm,Norm,Wd Shng,0.7693253812101318,TA,TA,Wd Sdng,Wd Shng,0,Gd,0.5835524580849324,BrkTil,0.8321829046077994,Typ,642.0,3.623283410533094,TA,Unf,TA,Detchd,7.224469811286793e+31,8.09115564968743,0.0,GasA,Gd,2Story,0.4276556711882636,Gd,Lvl,Gtl,18.368967156861252,Corner,16.23003912429951,IR1,0.0,2.718344481497804,RL,0.0,None,0,0.0,1.6953859036126324,Crawfor,3.7189216283308215,3.0118311801217788,4.98997856802934,Y,0.0,0,CompShg,Gable,Abnorml,7.766593403633668,WD,0.0,Pave,1.993644193879392,228.79680604544478,0.0,1.2149268330332607e+71,1970,0.39192398039971665,35.41839094867021
5,6.32685538266196,4.506873993789658,0.0,0,3.2935193182798814,1Fam,TA,Av,14.762061727814709,0.0,GLQ,Unf,0.42722528522284886,0.0,Gd,36.65908753474615,Y,Norm,Norm,VinylSd,0.0,TA,Gd,VinylSd,VinylSd,0,TA,0.5835524580849324,PConc,1.4749742336210885,Typ,836.0,3.623283410533094,TA,RFn,TA,Attchd,7.2967424375853745e+31,8.382539205387422,0.3464595066427199,GasA,Ex,2Story,0.4276556711882636,Gd,Lvl,Gtl,19.822019147358372,FR2,19.932821444320762,IR1,0.0,2.660306576722585,RL,2.9884661448348826,BrkFace,0,0.0,7.6658980544332795,NoRidge,4.652007757079334,3.0118311801217788,5.572065569480069,Y,0.0,0,CompShg,Gable,Normal,7.993921631395444,WD,0.0,Pave,2.1977002072751826,317.12560431758897,4.277658505264678,3.1660882651726946e+71,2000,0.39192398040344234,39.34867861786995
6,6.0333790020667735,4.254930803933457,0.06624255579716164,0,0.9278735846321607,1Fam,TA,No,15.250022728447671,0.0,GLQ,Unf,0.42722528522284886,0.0,Gd,12.92849315693875,Y,Norm,Norm,VinylSd,0.0,TA,TA,VinylSd,VinylSd,MnPrv,0,0.0,Wood,0.8321829046077994,Typ,480.0,2.3092667069338457,TA,Unf,TA,Attchd,7.046597076968374e+31,7.819342527730976,0.3464595066427199,GasA,Ex,1.5Fin,0.4276556711882636,TA,Lvl,Gtl,19.783973219730683,Inside,20.076414438007273,IR1,0.0,2.5892013556481226,RL,0.0,None,Shed,0.23492759114738662,6.617354676814278,Mitchel,3.558196615193222,3.0118311801217788,3.766099831612094,Y,0.0,0,CompShg,Gable,Normal,7.7750864290104005,WD,0.0,Pave,1.727812886552412,238.26924810791377,3.2032497487184357,2.930491762071495e+71,1995,0.3919239804053003,33.76353429534356
7,6.639457539764878,0.0,0.0,0,2.548179654905168,1Fam,TA,Av,18.241201404103215,0.0,GLQ,Unf,0.42722528522284886,0.0,Ex,29.52489414904136,Y,Norm,Norm,VinylSd,0.0,TA,Gd,VinylSd,VinylSd,0,Gd,0.5835524580849324,PConc,1.4749742336210885,Typ,636.0,2.3092667069338457,TA,RFn,TA,Attchd,7.443242032808874e+31,8.075290821055683,0.0,GasA,Ex,1Story,0.4276556711882636,Gd,Lvl,Gtl,18.561493628995116,Inside,18.605630170269002,Reg,0.0,2.1902643340464283,RL,2.8418338785265056,Stone,0,0.0,5.51772110676961,Somerst,4.234862028866294,3.0118311801217788,5.572065569480069,Y,0.0,0,CompShg,Gable,Normal,8.072039559642674,WD,0.0,Pave,1.993644193879392,429.80458506375754,4.459343114071564,3.3087223033801713e+71,2005,0.3919239804015811,39.49955484264527
8,6.299745331861704,4.479978870443009,0.0,0,2.548179654905168,1Fam,TA,Mn,15.974431645509302,0.6801682002439897,ALQ,BLQ,0.42722528522284886,0.0,Gd,24.341800105500926,Y,PosN,Norm,HdBoard,0.7691901874865943,TA,TA,HdBoard,HdBoard,0,TA,0.8403785871569962,CBlock,1.4749742336210885,Typ,484.0,2.3092667069338457,TA,RFn,TA,Attchd,6.37382421137666e+31,8.322963581572253,0.3464595066427199,GasA,Ex,2Story,0.4276556711882636,TA,Lvl,Gtl,18.665141337623222,Corner,20.645234380896486,IR1,0.0,2.660306576722585,RL,2.9038445607499144,Stone,Shed,0.23492759114412815,7.147313640258938,NWAmes,5.6254106092792835,3.432458694905617,4.98997856802934,Y,0.0,0,CompShg,Gable,Normal,7.907635526900324,WD,0.0,Pave,1.993644193879392,308.82284937077475,4.407453882838885,2.346047830072688e+71,1973,0.3919239804053003,38.742041488651246
9,6.235463070271118,4.372848099164039,0.0,0,1.7650104864604275,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,50.77044214828728,Y,Artery,Norm,Wd Shng,0.7690925621268427,TA,TA,BrkFace,Wd Shng,0,TA,0.8403785871569962,BrkTil,1.4749742336210885,Min1,468.0,2.3092667069338457,TA,Unf,Fa,Detchd,5.145504815822201e+31,8.129594596841937,0.0,GasA,Gd,1.5Fin,0.5325633855187467,TA,Lvl,Gtl,16.847348196533776,Inside,14.680665523243363,Reg,0.0,2.5892013556481226,RM,0.0,None,0,0.0,3.09496423479499,OldTown,0.0,3.0118311801217788,4.98997856802934,Y,0.0,0,CompShg,Gable,Abnorml,7.736488141254557,WD,0.0,Pave,2.1015837164657714,274.28563477532305,3.773179865858585,1.4596303760745428e+71,1950,0.39192398040344234,36.64682884219886
10,6.277656622909224,0.0,0.0,0,1.7650104864604275,2fmCon,TA,No,15.931335949292858,0.0,GLQ,Unf,0.42722528522284886,0.0,TA,19.505515483450527,Y,Artery,Artery,MetalSd,0.0,TA,TA,MetalSd,MetalSd,0,TA,0.8403785871569962,BrkTil,0.8321829046077994,Typ,205.0,1.0890627205180412,TA,RFn,Gd,Attchd,5.361567750376523e+31,7.54528239790613,0.0,GasA,Ex,1.5Unf,0.5325633855187467,TA,Lvl,Gtl,17.49458727883888,Corner,14.501528329111588,Reg,0.0,3.0509036664909517,RL,0.0,None,0,0.0,0.9056362254042938,BrkSide,1.6363795801953085,3.432458694905617,3.766099831612094,Y,0.0,0,CompShg,Gable,Normal,7.697602515131719,WD,0.0,Pave,1.727812886552412,283.08325555222217,0.0,1.5989766567723968e+71,1950,0.39192398040344234,33.26088291103137
